feature	FTA-10_1	FTA-1_1	FTA-11_1	FTA-12_1	FTA-13_1	FTA-14_1	FTA-15_1	FTA-16_1	FTA-17_1	FTA-18_1	FTA-19_1	FTA-20_1	FTA-2_1	FTA-23_1	FTA-24_1	FTA-3_1	FTA-4_1	FTA-5_1	FTA-6_1	FTA-9_1	FTC-10_1	FTC-1_1	FTC-11_1	FTC-12_1	FTC-13_1	FTC-14_1	FTC-15_1	FTC-16_1	FTC-17_1	FTC-18_1	FTC-19_1	FTC-20_1	FTC-2_1	FTC-21_1	FTC-22_1	FTC-3_1	FTC-4_1	FTC-5_1	FTC-6_1	FTC-7_1	FTC-8_1
G078490::chr7:142345520-142621707(-)_223840_223880_+|genomic|G078490::chr7:142345520-142621707(-)_223840_223880_+|peak_3079|G078490::chr7:142345520-142621707(-)|223840|223880	32	30	53	10	12	22	19	37	4	12	9	3	8	5	8	25	14	13	36	22	4	3	2	10	11	7	24	5	6	6	6	5	27	6	5	9	7	28	3	0	5
G078490::chr7:15172669-15200317(-)_13600_13640_+|genomic|G078490::chr7:15172669-15200317(-)_13600_13640_+|peak_3080|G078490::chr7:15172669-15200317(-)|13600|13640	8	9	5	10	4	12	2	17	1	8	7	12	14	10	14	0	0	0	0	0	4	14	4	5	9	4	5	9	11	11	9	9	10	14	8	5	12	0	3	6	4
G078490::chr7:1560821-1567329(-)_3740_3760_+|genomic|G078490::chr7:1560821-1567329(-)_3740_3760_+|peak_3081|G078490::chr7:1560821-1567329(-)|3740|3760	16	21	24	24	6	8	17	17	3	6	3	7	14	5	8	1	24	8	34	7	4	7	4	2	4	1	1	7	9	4	4	11	31	8	5	27	9	40	5	11	7
G078490::chr7:16530580-16555179(-)_16920_16960_+|genomic|G078490::chr7:16530580-16555179(-)_16920_16960_+|peak_3082|G078490::chr7:16530580-16555179(-)|16920|16960	14	10	2	12	12	3	10	6	4	5	32	8	4	4	15	9	29	38	99	41	8	7	3	11	2	4	4	10	7	5	10	3	13	15	7	27	10	33	8	11	5
G078490::chr7:16571985-16583781(-)_11640_11680_+|genomic|G078490::chr7:16571985-16583781(-)_11640_11680_+|peak_3083|G078490::chr7:16571985-16583781(-)|11640|11680	1	0	2	0	0	1	2	0	2	2	0	0	1	0	0	27	11	20	15	28	1	0	1	1	0	0	0	0	0	1	0	5	6	1	0	10	0	32	2	0	0
G078490::chr7:18087713-18429061(-)_42440_42480_+|genomic|G078490::chr7:18087713-18429061(-)_42440_42480_+|peak_3084|G078490::chr7:18087713-18429061(-)|42440|42480	0	0	8	0	0	0	0	0	0	0	16	31	0	37	54	0	0	54	34	0	0	43	1	0	0	0	0	36	43	29	39	0	1	39	38	0	43	0	1	0	0
G078490::chr7:18430738-18754658(-)_311780_311800_+|genomic|G078490::chr7:18430738-18754658(-)_311780_311800_+|peak_3085|G078490::chr7:18430738-18754658(-)|311780|311800	3	0	13	0	0	0	0	0	0	0	15	17	0	20	18	0	0	17	25	0	0	16	3	0	0	0	0	23	19	15	16	0	0	19	16	1	20	0	0	1	0
G078490::chr7:19145421-19176693(-)_29800_29840_+|genomic|G078490::chr7:19145421-19176693(-)_29800_29840_+|peak_3086|G078490::chr7:19145421-19176693(-)|29800|29840	14	3	2	0	38	0	0	0	2	0	13	16	0	19	20	0	3	37	34	0	1	16	2	6	1	0	0	25	16	20	26	0	5	21	21	21	21	0	0	5	0
G078490::chr7:19836111-19918980(-)_65580_65620_+|genomic|G078490::chr7:19836111-19918980(-)_65580_65620_+|peak_3087|G078490::chr7:19836111-19918980(-)|65580|65620	3	0	6	0	0	0	0	0	5	0	4	14	0	17	14	0	0	0	0	0	0	23	2	0	0	0	0	18	16	17	16	0	0	23	20	2	22	0	0	0	1
G078490::chr7:20238962-20328298(-)_31140_31180_+|genomic|G078490::chr7:20238962-20328298(-)_31140_31180_+|peak_3088|G078490::chr7:20238962-20328298(-)|31140|31180	3	4	7	1	8	0	1	0	12	1	8	7	1	13	19	0	0	4	2	0	1	13	0	30	0	2	0	20	9	12	21	0	2	16	15	3	14	0	0	5	0
G078490::chr7:20828231-20933725(-)_101220_101240_+|genomic|G078490::chr7:20828231-20933725(-)_101220_101240_+|peak_3089|G078490::chr7:20828231-20933725(-)|101220|101240	33	156	56	116	30	49	51	84	21	48	49	51	161	62	72	28	100	147	221	38	49	72	31	31	51	61	47	87	59	72	75	30	199	86	56	218	79	118	32	52	32
G078490::chr7:21423405-21749835(-)_187400_187440_+|genomic|G078490::chr7:21423405-21749835(-)_187400_187440_+|peak_3090|G078490::chr7:21423405-21749835(-)|187400|187440	15	3	17	0	11	0	0	1	4	0	15	36	1	38	46	0	0	1	0	0	0	38	0	35	0	0	0	38	37	38	45	0	2	50	36	21	42	0	0	5	1
G078490::chr7:21750975-21815733(-)_42440_42480_+|genomic|G078490::chr7:21750975-21815733(-)_42440_42480_+|peak_3091|G078490::chr7:21750975-21815733(-)|42440|42480	22	11	13	14	4	11	24	36	2	12	5	9	9	7	10	0	0	0	2	0	10	8	8	8	2	6	1	12	9	8	9	26	100	9	9	66	10	0	6	18	26
G078490::chr7:21878122-21887458(-)_160_200_+|genomic|G078490::chr7:21878122-21887458(-)_160_200_+|peak_3092|G078490::chr7:21878122-21887458(-)|160|200	12	19	20	13	11	11	4	24	5	10	7	2	5	1	2	9	3	2	10	6	6	1	5	10	6	4	20	0	3	3	3	11	56	3	0	6	2	3	6	6	7
G078490::chr7:21946084-22118237(-)_59500_59540_+|genomic|G078490::chr7:21946084-22118237(-)_59500_59540_+|peak_3093|G078490::chr7:21946084-22118237(-)|59500|59540	21	24	16	28	11	8	26	47	7	22	7	18	10	21	28	1	1	2	2	1	52	24	28	13	18	31	15	26	18	23	26	36	73	25	21	24	23	3	12	9	13
G078490::chr7:22402703-22419443(-)_8800_8840_+|genomic|G078490::chr7:22402703-22419443(-)_8800_8840_+|peak_3094|G078490::chr7:22402703-22419443(-)|8800|8840	6	19	13	24	8	9	3	19	1	8	7	7	27	10	12	0	0	0	0	0	6	7	7	4	10	9	12	10	6	8	10	4	52	16	11	38	15	0	10	11	6
G078490::chr7:22748804-22773645(-)_21820_21840_+|genomic|G078490::chr7:22748804-22773645(-)_21820_21840_+|peak_3095|G078490::chr7:22748804-22773645(-)|21820|21840	18	24	31	10	15	18	7	22	1	8	5	7	11	10	8	4	2	6	4	4	8	9	6	6	9	4	18	8	4	7	9	8	26	8	6	10	13	7	5	4	6
G078490::chr7:24674612-24689589(-)_14340_14360_+|genomic|G078490::chr7:24674612-24689589(-)_14340_14360_+|peak_3096|G078490::chr7:24674612-24689589(-)|14340|14360	3	2	1	0	64	0	0	0	5	0	14	10	1	18	23	0	6	26	17	0	0	17	0	14	0	0	0	20	17	17	17	0	1	21	17	4	20	1	0	0	1
G078490::chr7:25025620-25112716(-)_52760_52800_+|genomic|G078490::chr7:25025620-25112716(-)_52760_52800_+|peak_3097|G078490::chr7:25025620-25112716(-)|52760|52800	18	34	23	9	12	15	19	43	2	19	5	10	14	9	8	9	9	14	30	13	7	8	5	5	2	0	5	12	15	10	8	6	52	15	6	27	7	14	7	1	12
G078490::chr7:25432375-25484522(-)_11920_11960_+|genomic|G078490::chr7:25432375-25484522(-)_11920_11960_+|peak_3098|G078490::chr7:25432375-25484522(-)|11920|11960	9	30	7	24	10	16	7	11	5	11	14	15	20	16	24	0	0	1	0	0	30	16	16	7	7	3	4	16	8	21	13	6	77	22	18	106	17	0	9	14	8
G078490::chr7:26245557-26367138(-)_23960_24000_+|genomic|G078490::chr7:26245557-26367138(-)_23960_24000_+|peak_3099|G078490::chr7:26245557-26367138(-)|23960|24000	3	51	3	19	9	6	10	2	1	9	16	1	40	1	3	0	0	0	0	0	17	6	136	4	6	18	3	4	2	2	3	30	56	3	1	29	2	0	10	16	6
G078490::chr7:26245557-26367138(-)_51780_51820_+|genomic|G078490::chr7:26245557-26367138(-)_51780_51820_+|peak_3100|G078490::chr7:26245557-26367138(-)|51780|51820	24	33	34	31	15	21	36	36	7	21	10	7	8	18	17	0	0	0	0	0	57	6	30	17	16	21	14	14	15	15	15	16	91	20	13	23	13	0	16	14	27
G078490::chr7:2628296-2728111(-)_12080_12120_+|genomic|G078490::chr7:2628296-2728111(-)_12080_12120_+|peak_3101|G078490::chr7:2628296-2728111(-)|12080|12120	6	28	10	10	6	11	9	20	0	5	8	12	36	14	18	3	9	4	8	4	6	16	4	1	4	3	3	17	16	13	15	7	48	17	11	86	12	11	4	4	6
G078490::chr7:26623401-26667061(-)_780_820_+|genomic|G078490::chr7:26623401-26667061(-)_780_820_+|peak_3102|G078490::chr7:26623401-26667061(-)|780|820	2	3	11	3	4	1	0	5	1	2	2	1	2	2	2	73	42	124	172	90	1	3	0	5	0	2	0	2	0	2	1	1	8	1	2	7	0	357	2	4	2
G078490::chr7:27347132-27412220(-)_56020_56040_+|genomic|G078490::chr7:27347132-27412220(-)_56020_56040_+|peak_3103|G078490::chr7:27347132-27412220(-)|56020|56040	8	26	13	11	14	12	7	36	3	19	5	12	6	12	16	11	7	8	11	20	11	11	5	8	6	6	20	10	10	12	10	8	28	14	8	14	13	6	3	4	8
G078490::chr7:27662995-27732195(-)_32860_32880_+|genomic|G078490::chr7:27662995-27732195(-)_32860_32880_+|peak_3104|G078490::chr7:27662995-27732195(-)|32860|32880	13	19	30	13	19	10	8	17	9	15	13	5	12	3	4	18	13	14	24	8	22	5	7	11	13	0	5	10	7	10	6	9	22	9	8	20	10	21	9	8	6
G078490::chr7:28279700-28302405(-)_2220_2260_+|genomic|G078490::chr7:28279700-28302405(-)_2220_2260_+|peak_3105|G078490::chr7:28279700-28302405(-)|2220|2260	45	22	34	8	25	37	28	59	3	24	15	9	21	16	14	26	13	15	44	18	7	13	9	15	7	3	16	15	10	12	11	11	43	15	14	36	13	23	2	2	11
G078490::chr7:28279700-28302405(-)_4220_4260_+|genomic|G078490::chr7:28279700-28302405(-)_4220_4260_+|peak_3106|G078490::chr7:28279700-28302405(-)|4220|4260	12	30	23	33	16	19	8	9	10	19	27	18	29	21	26	0	0	1	3	1	33	29	16	9	22	21	6	32	27	24	32	9	43	33	30	49	26	0	15	10	11
G078490::chr7:28615888-28733134(-)_18300_18340_+|genomic|G078490::chr7:28615888-28733134(-)_18300_18340_+|peak_3107|G078490::chr7:28615888-28733134(-)|18300|18340	8	42	2	3	2	2	86	22	3	326	23	7	8	13	8	16	5	9	8	175	24	13	5	3	3	4	6	9	8	8	12	0	68	14	8	22	9	54	12	4	3
G078490::chr7:29444138-29471297(-)_16240_16280_+|genomic|G078490::chr7:29444138-29471297(-)_16240_16280_+|peak_3108|G078490::chr7:29444138-29471297(-)|16240|16280	7	68	33	101	38	32	4	18	15	33	35	38	37	38	49	0	0	0	1	0	92	39	67	15	47	57	16	43	47	54	36	22	123	51	41	95	45	0	31	46	28
G078490::chr7:29685255-29876770(-)_70260_70300_+|genomic|G078490::chr7:29685255-29876770(-)_70260_70300_+|peak_3109|G078490::chr7:29685255-29876770(-)|70260|70300	15	17	13	23	14	4	18	12	4	14	4	5	6	6	11	4	7	17	41	9	8	4	3	2	1	11	5	8	5	8	8	5	35	10	8	30	4	20	5	9	3
G078490::chr7:30371437-30401472(-)_1820_1860_+|genomic|G078490::chr7:30371437-30401472(-)_1820_1860_+|peak_3110|G078490::chr7:30371437-30401472(-)|1820|1860	44	41	151	29	46	35	54	105	15	34	16	16	16	18	31	0	0	0	0	0	11	28	2	23	24	29	165	24	24	18	26	35	155	30	22	59	27	0	6	15	22
G078490::chr7:30478784-30496620(-)_1900_1940_+|genomic|G078490::chr7:30478784-30496620(-)_1900_1940_+|peak_3111|G078490::chr7:30478784-30496620(-)|1900|1940	9	6	9	0	3	3	7	9	2	2	2	4	3	3	4	15	6	5	2	3	1	6	1	2	3	1	6	3	1	8	4	3	15	5	6	9	3	6	0	1	0
G078490::chr7:30594809-30651942(-)_56860_56900_+|genomic|G078490::chr7:30594809-30651942(-)_56860_56900_+|peak_3112|G078490::chr7:30594809-30651942(-)|56860|56900	19	15	9	26	15	4	16	9	5	8	6	4	6	6	5	6	8	15	49	12	7	6	2	3	3	11	4	9	7	12	8	6	36	10	6	33	7	22	5	8	6
G078490::chr7:31340894-31407265(-)_7660_7680_+|genomic|G078490::chr7:31340894-31407265(-)_7660_7680_+|peak_3113|G078490::chr7:31340894-31407265(-)|7660|7680	23	20	11	18	6	17	16	16	2	13	4	4	14	8	7	2	12	14	41	3	9	10	14	2	2	0	5	10	9	7	7	9	52	7	9	57	1	21	10	8	3
G078490::chr7:31453489-31491620(-)_1160_1200_+|genomic|G078490::chr7:31453489-31491620(-)_1160_1200_+|peak_3114|G078490::chr7:31453489-31491620(-)|1160|1200	6	14	14	7	11	8	8	18	5	3	2	3	1	4	5	1	1	0	3	1	4	5	1	4	4	3	19	5	5	7	4	2	16	6	3	7	4	0	2	0	3
G078490::chr7:31696204-31747638(-)_4820_4860_+|genomic|G078490::chr7:31696204-31747638(-)_4820_4860_+|peak_3115|G078490::chr7:31696204-31747638(-)|4820|4860	17	10	8	8	15	11	19	30	7	17	22	21	43	28	31	0	0	0	0	0	10	27	10	9	6	0	1	25	28	33	23	5	53	33	29	92	30	0	11	9	4
G078490::chr7:32299329-32387881(-)_82300_82320_+|genomic|G078490::chr7:32299329-32387881(-)_82300_82320_+|peak_3116|G078490::chr7:32299329-32387881(-)|82300|82320	0	0	4	3	1	0	1	0	0	3	0	0	0	0	0	23	40	28	44	20	0	0	0	0	0	1	2	1	0	0	0	2	7	0	0	1	0	72	3	0	0
G078490::chr7:32495283-32580948(-)_55360_55380_+|genomic|G078490::chr7:32495283-32580948(-)_55360_55380_+|peak_3117|G078490::chr7:32495283-32580948(-)|55360|55380	25	18	11	5	10	14	36	21	3	24	1	6	10	10	9	6	8	7	14	17	9	9	3	8	0	0	3	9	6	10	7	2	49	9	7	19	9	27	2	1	7
G078490::chr7:32495283-32580948(-)_81020_81060_+|genomic|G078490::chr7:32495283-32580948(-)_81020_81060_+|peak_3118|G078490::chr7:32495283-32580948(-)|81020|81060	13	4	5	2	6	2	1	1	8	0	17	26	2	26	30	2	4	23	10	5	1	26	1	1	5	2	3	26	25	30	31	0	4	37	29	12	33	12	1	2	4
G078490::chr7:33129143-33276833(-)_6500_6540_+|genomic|G078490::chr7:33129143-33276833(-)_6500_6540_+|peak_3119|G078490::chr7:33129143-33276833(-)|6500|6540	33	20	14	21	9	19	38	32	4	26	11	9	10	12	15	10	14	21	65	18	28	14	12	12	9	8	7	16	12	18	14	28	35	20	13	21	24	17	25	13	10
G078490::chr7:33277091-33528915(-)_28480_28500_+|genomic|G078490::chr7:33277091-33528915(-)_28480_28500_+|peak_3120|G078490::chr7:33277091-33528915(-)|28480|28500	7	6	8	10	2	3	5	8	2	6	4	6	4	10	13	9	24	22	68	16	9	9	0	8	7	4	5	9	9	5	8	10	29	11	10	18	15	46	11	8	8
G078490::chr7:33545703-33634951(-)_66520_66560_+|genomic|G078490::chr7:33545703-33634951(-)_66520_66560_+|peak_3121|G078490::chr7:33545703-33634951(-)|66520|66560	1	27	1	33	14	2	1	5	1	0	22	22	26	22	25	3	16	26	24	1	28	16	22	2	15	21	2	27	16	20	22	3	42	22	26	48	24	23	11	8	4
G078490::chr7:33732609-33790446(-)_5040_5080_+|genomic|G078490::chr7:33732609-33790446(-)_5040_5080_+|peak_3122|G078490::chr7:33732609-33790446(-)|5040|5080	67	64	99	37	42	63	62	120	26	31	34	9	25	13	22	10	6	2	13	11	32	18	46	51	25	7	75	20	11	16	16	31	224	21	17	97	11	13	13	9	31
G078490::chr7:33732609-33790446(-)_43200_43240_+|genomic|G078490::chr7:33732609-33790446(-)_43200_43240_+|peak_3123|G078490::chr7:33732609-33790446(-)|43200|43240	46	96	25	31	21	24	40	46	13	75	31	35	23	33	45	38	87	181	223	74	13	31	11	25	14	19	10	40	31	31	39	29	135	45	34	72	42	138	22	14	7
G078490::chr7:34093248-34296297(-)_71660_71700_+|genomic|G078490::chr7:34093248-34296297(-)_71660_71700_+|peak_3124|G078490::chr7:34093248-34296297(-)|71660|71700	14	24	39	7	13	24	23	30	8	14	5	3	13	3	5	28	22	18	41	91	15	3	5	14	15	9	43	3	7	5	4	13	64	9	5	23	5	24	3	3	16
G078490::chr7:35260492-35418467(-)_50760_50800_+|genomic|G078490::chr7:35260492-35418467(-)_50760_50800_+|peak_3125|G078490::chr7:35260492-35418467(-)|50760|50800	2	23	11	40	9	8	2	6	5	14	13	11	20	14	16	0	0	0	1	0	36	14	30	3	25	25	5	21	19	19	10	7	51	25	17	35	16	0	18	18	7
G078490::chr7:36152623-36228620(-)_28700_28740_+|genomic|G078490::chr7:36152623-36228620(-)_28700_28740_+|peak_3126|G078490::chr7:36152623-36228620(-)|28700|28740	16	41	21	30	21	12	27	24	2	23	17	33	23	22	29	11	21	47	80	23	44	26	17	6	8	12	5	34	29	33	24	38	138	31	32	50	29	67	22	29	11
G078490::chr7:3643784-3771806(-)_97940_97980_+|genomic|G078490::chr7:3643784-3771806(-)_97940_97980_+|peak_3127|G078490::chr7:3643784-3771806(-)|97940|97980	14	13	7	1	2	4	10	15	2	7	2	4	1	3	3	0	0	0	1	0	5	2	0	6	7	2	9	3	4	4	4	2	11	5	4	5	6	4	0	0	1
G078490::chr7:3788087-3951941(-)_33120_33160_+|genomic|G078490::chr7:3788087-3951941(-)_33120_33160_+|peak_3128|G078490::chr7:3788087-3951941(-)|33120|33160	30	46	43	9	572	7	9	6	32	3	213	128	6	137	173	2	7	63	31	0	8	167	7	533	2	4	6	176	157	154	168	4	89	189	146	43	172	2	7	31	4
G078490::chr7:3788087-3951941(-)_90140_90160_+|genomic|G078490::chr7:3788087-3951941(-)_90140_90160_+|peak_3129|G078490::chr7:3788087-3951941(-)|90140|90160	8	26	11	24	14	10	31	20	8	12	1	11	14	9	13	7	11	21	29	6	14	14	6	0	7	12	1	12	9	15	11	9	69	12	6	33	9	23	7	17	6
G078490::chr7:3788087-3951941(-)_159340_159380_+|genomic|G078490::chr7:3788087-3951941(-)_159340_159380_+|peak_3130|G078490::chr7:3788087-3951941(-)|159340|159380	13	15	27	6	9	6	11	19	4	6	7	8	7	9	9	23	17	14	27	28	4	7	3	6	4	4	22	10	8	11	9	5	66	9	12	25	8	22	2	4	4
G078490::chr7:38148548-38239579(-)_81500_81540_+|genomic|G078490::chr7:38148548-38239579(-)_81500_81540_+|peak_3131|G078490::chr7:38148548-38239579(-)|81500|81540	5	8	2	6	2	2	7	14	0	3	0	5	3	7	6	11	37	55	58	72	9	5	4	4	5	11	0	6	8	4	6	6	13	7	10	6	9	71	2	5	8
G078490::chr7:38368169-38383703(-)_2840_2860_+|genomic|G078490::chr7:38368169-38383703(-)_2840_2860_+|peak_3132|G078490::chr7:38368169-38383703(-)|2840|2860	7	13	20	31	4	12	8	22	3	6	9	13	11	13	21	2	16	20	28	8	13	14	4	4	8	14	2	14	17	13	17	18	59	17	16	21	12	25	8	10	11
G078490::chr7:39013753-39317342(-)_130920_130960_+|genomic|G078490::chr7:39013753-39317342(-)_130920_130960_+|peak_3133|G078490::chr7:39013753-39317342(-)|130920|130960	10	18	2	6	1	9	14	13	3	1	7	3	6	3	3	11	34	59	112	32	6	2	3	1	11	8	4	1	1	5	7	4	19	5	6	13	3	103	7	5	1
G078490::chr7:3969175-4103347(-)_43480_43520_+|genomic|G078490::chr7:3969175-4103347(-)_43480_43520_+|peak_3134|G078490::chr7:3969175-4103347(-)|43480|43520	108	89	98	13	63	77	94	190	11	42	13	13	56	16	19	141	64	38	76	52	9	18	5	40	20	3	44	16	16	20	23	38	130	21	15	38	24	59	2	7	17
G078490::chr7:39930863-39947518(-)_2520_2540_+|genomic|G078490::chr7:39930863-39947518(-)_2520_2540_+|peak_3135|G078490::chr7:39930863-39947518(-)|2520|2540	33	21	16	16	13	26	34	53	5	38	6	21	12	17	32	6	29	37	64	18	16	17	9	3	7	4	2	27	19	25	17	27	124	24	23	71	22	24	6	14	11
G078490::chr7:40317408-40446922(-)_104800_104840_+|genomic|G078490::chr7:40317408-40446922(-)_104800_104840_+|peak_3136|G078490::chr7:40317408-40446922(-)|104800|104840	22	2	6	1	0	2	1	0	12	0	29	16	2	18	19	0	2	30	54	0	3	22	4	27	0	2	3	25	22	13	14	0	4	22	19	55	18	1	1	0	0
G078490::chr7:41036979-41075336(-)_10560_10600_+|genomic|G078490::chr7:41036979-41075336(-)_10560_10600_+|peak_3137|G078490::chr7:41036979-41075336(-)|10560|10600	8	60	22	55	26	11	10	8	10	6	31	16	37	17	20	2	7	5	8	3	39	14	52	8	39	46	13	23	17	15	17	7	86	25	16	84	23	8	20	17	15
G078490::chr7:41247270-41420615(-)_104680_104720_+|genomic|G078490::chr7:41247270-41420615(-)_104680_104720_+|peak_3138|G078490::chr7:41247270-41420615(-)|104680|104720	49	28	177	250	52	203	102	303	18	30	22	14	26	29	32	8	24	10	76	4	47	26	110	26	42	11	5	27	13	23	29	47	356	31	19	128	17	45	49	79	94
G078490::chr7:4135091-4258993(-)_3560_3600_+|genomic|G078490::chr7:4135091-4258993(-)_3560_3600_+|peak_3139|G078490::chr7:4135091-4258993(-)|3560|3600	93	145	126	275	118	63	79	109	70	103	151	158	177	175	229	0	0	0	0	0	224	206	164	52	180	116	66	211	179	206	214	62	376	242	179	358	196	0	88	132	59
G078490::chr7:4135091-4258993(-)_40180_40200_+|genomic|G078490::chr7:4135091-4258993(-)_40180_40200_+|peak_3140|G078490::chr7:4135091-4258993(-)|40180|40200	0	0	2	0	0	0	0	0	2	0	6	16	0	17	24	0	0	0	0	0	0	21	0	1	0	0	0	21	18	16	16	0	3	27	20	4	19	0	0	0	0
G078490::chr7:4135091-4258993(-)_100000_100040_+|genomic|G078490::chr7:4135091-4258993(-)_100000_100040_+|peak_3141|G078490::chr7:4135091-4258993(-)|100000|100040	60	28	31	3	31	122	976	8	23	3	2	3	16	1	1	2	0	1	3	1	41	3	394	3	16	31	20	1	1	0	4	0	28	2	3	6	6	28	2	3	28
G078490::chr7:41449006-41552700(-)_70220_70260_+|genomic|G078490::chr7:41449006-41552700(-)_70220_70260_+|peak_3142|G078490::chr7:41449006-41552700(-)|70220|70260	38	3	9	1	9	0	1	4	8	0	38	45	1	50	64	0	8	53	52	0	1	62	1	13	0	0	0	54	56	58	57	0	2	74	60	24	59	2	5	3	0
G078490::chr7:41705834-41907280(-)_69520_69560_+|genomic|G078490::chr7:41705834-41907280(-)_69520_69560_+|peak_3143|G078490::chr7:41705834-41907280(-)|69520|69560	18	0	3	1	1	0	0	0	9	0	17	32	0	30	34	0	0	0	0	0	0	34	0	0	1	1	0	34	28	25	31	0	2	43	29	52	36	0	0	0	0
G078490::chr7:42237870-42326302(-)_33480_33520_+|genomic|G078490::chr7:42237870-42326302(-)_33480_33520_+|peak_3144|G078490::chr7:42237870-42326302(-)|33480|33520	4	2	5	0	10	0	0	1	1	0	13	11	2	15	21	0	0	0	0	0	0	18	1	23	1	0	1	21	18	16	13	0	2	21	13	11	20	1	4	1	0
G078490::chr7:42237870-42326302(-)_48080_48120_+|genomic|G078490::chr7:42237870-42326302(-)_48080_48120_+|peak_3145|G078490::chr7:42237870-42326302(-)|48080|48120	2	0	2	1	0	0	0	0	3	0	10	18	0	20	19	0	0	0	0	0	0	26	0	0	0	0	0	17	15	23	20	0	0	23	18	18	20	0	2	0	0
G078490::chr7:42389886-42510879(-)_89320_89360_+|genomic|G078490::chr7:42389886-42510879(-)_89320_89360_+|peak_3146|G078490::chr7:42389886-42510879(-)|89320|89360	7	34	7	22	5	18	40	13	1	61	24	3	5	7	2	11	18	37	90	17	9	8	14	5	12	15	13	5	2	4	5	6	78	6	2	28	5	34	13	8	6
G078490::chr7:43113931-43206461(-)_90040_90060_+|genomic|G078490::chr7:43113931-43206461(-)_90040_90060_+|peak_3147|G078490::chr7:43113931-43206461(-)|90040|90060	11	22	22	12	5	4	19	17	3	7	6	6	20	8	8	7	5	7	16	11	8	6	6	10	8	10	34	7	5	6	9	12	38	8	6	18	5	7	2	2	8
G078490::chr7:43566104-43608455(-)_37420_37460_+|genomic|G078490::chr7:43566104-43608455(-)_37420_37460_+|peak_3148|G078490::chr7:43566104-43608455(-)|37420|37460	29	29	40	8	12	17	25	27	5	11	7	5	6	7	6	22	12	9	23	39	3	8	7	11	5	3	27	4	3	5	5	13	48	6	2	22	6	10	0	1	9
G078490::chr7:44041892-44062726(-)_2240_2260_+|genomic|G078490::chr7:44041892-44062726(-)_2240_2260_+|peak_3149|G078490::chr7:44041892-44062726(-)|2240|2260	19	37	17	6	113	4	1	1	12	0	75	67	5	80	104	0	1	25	9	1	0	90	3	58	1	3	2	96	91	82	84	0	21	100	74	27	87	2	0	6	2
G078490::chr7:44082540-44101819(-)_1260_1300_+|genomic|G078490::chr7:44082540-44101819(-)_1260_1300_+|peak_3150|G078490::chr7:44082540-44101819(-)|1260|1300	30	23	25	38	28	54	37	70	5	29	16	12	20	23	25	0	0	0	0	0	37	24	26	8	9	12	8	22	15	22	22	29	157	23	23	56	26	0	38	18	10
G078490::chr7:44848083-44876292(-)_27980_28020_+|genomic|G078490::chr7:44848083-44876292(-)_27980_28020_+|peak_3151|G078490::chr7:44848083-44876292(-)|27980|28020	12	15	12	11	7	2	26	12	4	10	1	15	11	8	14	17	26	27	44	15	8	9	9	3	1	4	5	19	15	13	16	14	51	18	12	11	17	23	5	6	7
G078490::chr7:45112047-45186348(-)_39200_39240_+|genomic|G078490::chr7:45112047-45186348(-)_39200_39240_+|peak_3152|G078490::chr7:45112047-45186348(-)|39200|39240	5	2	3	0	11	0	1	0	1	0	7	17	0	23	27	0	1	24	10	0	1	24	0	11	1	0	0	20	20	23	19	0	0	24	16	16	21	0	0	2	0
G078490::chr7:45192934-45258019(-)_21420_21460_+|genomic|G078490::chr7:45192934-45258019(-)_21420_21460_+|peak_3153|G078490::chr7:45192934-45258019(-)|21420|21460	5	17	15	6	4	13	2	23	3	4	8	2	8	3	4	3	2	3	7	6	4	3	3	7	4	6	7	4	2	2	4	8	17	5	2	13	2	6	5	2	10
G078490::chr7:45192934-45258019(-)_59980_60020_+|genomic|G078490::chr7:45192934-45258019(-)_59980_60020_+|peak_3154|G078490::chr7:45192934-45258019(-)|59980|60020	55	41	23	38	31	9	33	39	18	37	16	13	13	12	24	3	2	3	7	2	34	17	15	11	10	23	3	19	18	19	23	26	67	26	20	23	17	11	12	17	18
G078490::chr7:45574384-45723779(-)_19460_19480_+|genomic|G078490::chr7:45574384-45723779(-)_19460_19480_+|peak_3155|G078490::chr7:45574384-45723779(-)|19460|19480	5	0	10	2	0	0	0	0	4	0	8	13	0	19	21	0	0	29	18	0	0	20	1	0	0	0	0	20	22	19	20	0	0	23	14	6	20	1	0	0	0
G078490::chr7:45921874-45988476(-)_29320_29360_+|genomic|G078490::chr7:45921874-45988476(-)_29320_29360_+|peak_3156|G078490::chr7:45921874-45988476(-)|29320|29360	0	0	0	0	0	0	0	0	0	0	0	14	0	17	20	0	0	0	0	0	1	22	0	0	0	0	0	22	11	8	13	0	0	19	10	0	22	0	0	0	0
G078490::chr7:4608465-4645008(-)_5780_5820_+|genomic|G078490::chr7:4608465-4645008(-)_5780_5820_+|peak_3157|G078490::chr7:4608465-4645008(-)|5780|5820	2	10	12	8	0	10	1	3	2	1	2	13	0	10	18	3	1	22	7	6	4	18	7	2	0	1	52	16	14	15	11	8	6	22	13	9	18	10	0	2	3
G078490::chr7:46257946-46351166(-)_14680_14720_+|genomic|G078490::chr7:46257946-46351166(-)_14680_14720_+|peak_3158|G078490::chr7:46257946-46351166(-)|14680|14720	7	23	12	22	15	15	2	8	4	7	11	15	13	10	20	3	4	6	5	2	11	12	6	8	11	12	1	15	17	14	14	7	13	21	10	25	15	4	5	9	10
