feature	csFTC-2_1	csFTC-3_1	csFTC-4_1	csFTC-5_1	csFTC-6_1	csFTC-7_1	csFTC-8_1	csFTC-10_1	csFTC-11_1	csFTC-13_1	csFTC-14_1	csFTC-15_1	csFTC-20_1	csFTC-1_1	csFTC-16_1	csFTC-17_1	csFTC-18_1	csFTC-19_1	csFTC-21_1	csFTC-22_1	csFTA-1_1	csFTA-2_1	csFTA-3_1	csFTA-4_1	csFTA-6_1	csFTA-10_1	csFTA-11_1	csFTA-12_1	csFTA-13_1	csFTA-15_1	csFTA-16_1	csFTA-17_1	csFTA-18_1	csFTA-9_1	csFTA-20_1	csFTA-23_1	csFTA-24_1
L3::chr3:108706942-108707019(-)_40_77_+|genomic|L3::chr3:108706942-108707019(-)_40_77_+|peak_3653|L3::chr3:108706942-108707019(-)|40|77	76	1	9	0	4	0	1	1	0	0	1	0	3	1	1	1	0	1	1	0	0	0	1	0	1	1	1	0	10	1	0	0	0	0	1	1	0
L3::chr3:21562370-21562542(+)_80_120_+|genomic|L3::chr3:21562370-21562542(+)_80_120_+|peak_3654|L3::chr3:21562370-21562542(+)|80|120	0	16	9	8	1	5	31	26	11	21	19	33	4	49	13	49	15	19	0	32	4	5	3	3	6	29	0	4	0	28	19	29	31	14	83	35	37
L3::chr5:149271432-149271579(+)_80_120_+|genomic|L3::chr5:149271432-149271579(+)_80_120_+|peak_3655|L3::chr5:149271432-149271579(+)|80|120	77	26	55	10	0	0	38	38	34	29	103	32	0	59	18	24	56	37	13	35	24	13	20	13	0	49	0	1	33	42	29	41	118	55	98	50	43
L3::chr5:89575936-89576420(+)_60_100_+|genomic|L3::chr5:89575936-89576420(+)_60_100_+|peak_3656|L3::chr5:89575936-89576420(+)|60|100	12	18	68	11	25	34	27	21	46	69	55	77	6	41	38	38	39	52	3	80	20	15	13	11	21	22	3	5	4	28	65	57	55	52	91	71	39
L3::chr6:139822428-139823649(-)_320_360_+|genomic|L3::chr6:139822428-139823649(-)_320_360_+|peak_3657|L3::chr6:139822428-139823649(-)|320|360	49	6	15	4	0	2	18	20	12	16	31	15	2	45	5	17	28	20	10	20	5	6	2	11	0	24	0	0	26	25	31	33	76	36	50	41	25
L3::chr7:113567754-113567883(-)_20_60_+|genomic|L3::chr7:113567754-113567883(-)_20_60_+|peak_3658|L3::chr7:113567754-113567883(-)|20|60	39	6	25	2	3	0	9	10	6	1	7	2	0	12	4	3	8	4	0	10	1	10	2	0	0	8	0	2	13	13	2	2	8	4	47	7	8
L3::chr7:156144307-156144545(-)_140_180_+|genomic|L3::chr7:156144307-156144545(-)_140_180_+|peak_3659|L3::chr7:156144307-156144545(-)|140|180	0	6	0	2	0	0	59	64	3	0	0	2	0	1	1	7	0	0	0	0	0	0	3	0	0	75	0	0	0	66	27	2	1	0	0	0	47
L3::chrX:114557055-114557436(+)_120_160_+|genomic|L3::chrX:114557055-114557436(+)_120_160_+|peak_3660|L3::chrX:114557055-114557436(+)|120|160	0	10	2	2	1	3	42	38	0	0	1	0	1	0	3	3	0	1	1	0	1	0	0	1	8	45	0	2	0	49	15	2	0	2	0	0	0
LSU-rRNA_Hsa::chr10:49702990-49703373(-)_160_220_+|genomic|LSU-rRNA_Hsa::chr10:49702990-49703373(-)_160_220_+|peak_3661|LSU-rRNA_Hsa::chr10:49702990-49703373(-)|160|220	203	76	156	29	5	51	151	137	202	162	293	261	6	167	35	156	137	159	48	272	41	51	48	45	28	154	3	13	156	169	142	173	306	252	407	224	167
LSU-rRNA_Hsa::chr11:77886427-77886755(+)_80_120_+|genomic|LSU-rRNA_Hsa::chr11:77886427-77886755(+)_80_120_+|peak_3662|LSU-rRNA_Hsa::chr11:77886427-77886755(+)|80|120	5	5	1	3	4	4	15	20	0	3	2	5	7	0	1	1	0	0	0	0	4	1	0	1	2	17	1	2	15	20	0	0	0	0	5	1	7
LSU-rRNA_Hsa::chr11:77886427-77886755(+)_280_320_+|genomic|LSU-rRNA_Hsa::chr11:77886427-77886755(+)_280_320_+|peak_3663|LSU-rRNA_Hsa::chr11:77886427-77886755(+)|280|320	266	161	140	51	217	103	130	134	499	337	322	707	67	219	229	167	211	183	205	374	86	64	75	59	83	127	254	51	191	165	238	303	205	208	318	335	190
LSU-rRNA_Hsa::chr11:85483967-85484263(+)_0_40_+|genomic|LSU-rRNA_Hsa::chr11:85483967-85484263(+)_0_40_+|peak_3664|LSU-rRNA_Hsa::chr11:85483967-85484263(+)|0|40	139	68	102	33	0	3	94	101	76	66	102	73	0	122	22	64	69	63	39	143	11	45	57	27	1	102	1	2	91	91	81	71	214	105	218	94	95
LSU-rRNA_Hsa::chr12:38137655-38138128(+)_140_180_+|genomic|LSU-rRNA_Hsa::chr12:38137655-38138128(+)_140_180_+|peak_3665|LSU-rRNA_Hsa::chr12:38137655-38138128(+)|140|180	49	15	14	10	1	4	26	28	12	9	11	9	1	29	2	11	19	13	13	41	3	19	6	2	0	37	0	3	35	29	14	8	34	13	28	13	118
LSU-rRNA_Hsa::chr12:74953560-74953670(-)_60_110_+|genomic|LSU-rRNA_Hsa::chr12:74953560-74953670(-)_60_110_+|peak_3666|LSU-rRNA_Hsa::chr12:74953560-74953670(-)|60|110	24	12	10	75	5	3	180	169	27	1	24	3	4	2	11	110	1	2	5	4	1	1	6	1	2	173	1	0	174	289	40	8	1	5	7	2	61
LSU-rRNA_Hsa::chr16:81868387-81868711(-)_200_240_+|genomic|LSU-rRNA_Hsa::chr16:81868387-81868711(-)_200_240_+|peak_3667|LSU-rRNA_Hsa::chr16:81868387-81868711(-)|200|240	38	17	31	5	12	5	34	36	23	7	13	21	8	7	6	16	11	16	8	16	29	5	6	7	9	27	6	2	43	39	10	14	20	13	11	14	11
LSU-rRNA_Hsa::chr19:24000657-24001448(-)_80_180_+|genomic|LSU-rRNA_Hsa::chr19:24000657-24001448(-)_80_180_+|peak_3668|LSU-rRNA_Hsa::chr19:24000657-24001448(-)|80|180	263	121	355	121	136	147	349	337	101	81	113	143	178	70	51	189	50	98	36	97	51	81	115	34	120	354	54	78	386	502	90	81	117	166	290	77	157
LSU-rRNA_Hsa::chr19:24000657-24001448(-)_560_600_+|genomic|LSU-rRNA_Hsa::chr19:24000657-24001448(-)_560_600_+|peak_3669|LSU-rRNA_Hsa::chr19:24000657-24001448(-)|560|600	10	3	12	1	4	3	21	24	1	0	4	1	2	2	1	1	0	2	0	1	2	3	4	1	4	22	2	1	23	25	2	0	1	2	43	2	2
LSU-rRNA_Hsa::chr19:24001439-24002381(-)_460_520_+|genomic|LSU-rRNA_Hsa::chr19:24001439-24002381(-)_460_520_+|peak_3670|LSU-rRNA_Hsa::chr19:24001439-24002381(-)|460|520	85	6	34	6	13	3	10	12	4	0	3	7	17	4	0	2	2	4	0	4	3	5	6	0	13	16	7	8	24	12	3	1	1	1	5	1	5
LSU-rRNA_Hsa::chr19:24001439-24002381(-)_540_580_+|genomic|LSU-rRNA_Hsa::chr19:24001439-24002381(-)_540_580_+|peak_3671|LSU-rRNA_Hsa::chr19:24001439-24002381(-)|540|580	119	92	42	34	63	71	39	37	171	349	154	289	14	158	136	200	185	257	185	324	37	29	35	38	84	37	33	25	48	35	217	274	176	179	323	377	240
LSU-rRNA_Hsa::chr19:24002399-24003408(-)_260_300_+|genomic|LSU-rRNA_Hsa::chr19:24002399-24003408(-)_260_300_+|peak_3672|LSU-rRNA_Hsa::chr19:24002399-24003408(-)|260|300	14	1	4	1	3	0	7	6	1	1	2	1	1	1	1	0	0	0	1	2	0	1	2	2	1	3	0	1	22	8	0	1	0	0	8	1	0
LSU-rRNA_Hsa::chr19:43406153-43406926(+)_60_120_+|genomic|LSU-rRNA_Hsa::chr19:43406153-43406926(+)_60_120_+|peak_3673|LSU-rRNA_Hsa::chr19:43406153-43406926(+)|60|120	26	1	22	1	9	6	14	13	4	1	3	4	11	3	2	3	2	8	1	2	1	2	0	0	5	20	0	6	13	13	1	2	3	5	6	2	3
LSU-rRNA_Hsa::chr1:107570449-107571011(-)_140_220_+|genomic|LSU-rRNA_Hsa::chr1:107570449-107571011(-)_140_220_+|peak_3674|LSU-rRNA_Hsa::chr1:107570449-107571011(-)|140|220	254	425	469	139	88	267	314	329	1053	1221	854	1624	75	1065	372	818	886	976	229	1932	145	169	164	172	270	322	45	137	189	359	964	1435	1173	620	1561	1376	1166
LSU-rRNA_Hsa::chr1:120789061-120789303(+)_140_180_+|genomic|LSU-rRNA_Hsa::chr1:120789061-120789303(+)_140_180_+|peak_3675|LSU-rRNA_Hsa::chr1:120789061-120789303(+)|140|180	49	3	20	6	5	0	9	8	0	0	1	3	6	2	3	2	1	2	0	1	3	6	10	1	2	8	1	3	10	13	1	2	2	3	4	2	3
LSU-rRNA_Hsa::chr1:149459404-149459646(+)_140_180_+|genomic|LSU-rRNA_Hsa::chr1:149459404-149459646(+)_140_180_+|peak_3676|LSU-rRNA_Hsa::chr1:149459404-149459646(+)|140|180	57	1	17	8	1	3	7	9	0	1	1	7	8	3	3	0	1	3	0	0	1	7	11	0	1	9	1	2	7	14	1	3	2	1	8	2	0
LSU-rRNA_Hsa::chr20:30511698-30513100(-)_260_320_+|genomic|LSU-rRNA_Hsa::chr20:30511698-30513100(-)_260_320_+|peak_3677|LSU-rRNA_Hsa::chr20:30511698-30513100(-)|260|320	75	6	52	7	17	22	23	21	1	1	6	7	14	2	3	8	2	2	0	4	3	7	1	2	14	23	1	4	22	20	4	7	2	5	14	4	6
LSU-rRNA_Hsa::chr20:30511698-30513100(-)_400_460_+|genomic|LSU-rRNA_Hsa::chr20:30511698-30513100(-)_400_460_+|peak_3678|LSU-rRNA_Hsa::chr20:30511698-30513100(-)|400|460	42	15	102	35	12	13	55	55	20	13	15	21	17	13	13	28	13	9	3	18	20	21	12	8	16	47	2	8	31	76	11	12	19	21	16	19	23
LSU-rRNA_Hsa::chr20:30513415-30514664(-)_220_240_+|genomic|LSU-rRNA_Hsa::chr20:30513415-30514664(-)_220_240_+|peak_3679|LSU-rRNA_Hsa::chr20:30513415-30514664(-)|220|240	14	3	4	4	6	8	17	21	2	3	3	3	10	5	0	1	5	6	2	4	5	1	4	4	3	21	5	4	5	20	3	4	5	4	17	6	7
LSU-rRNA_Hsa::chr21:8196105-8196636(+)_160_200_+|genomic|LSU-rRNA_Hsa::chr21:8196105-8196636(+)_160_200_+|peak_3680|LSU-rRNA_Hsa::chr21:8196105-8196636(+)|160|200	9	6	4	12	0	1	47	37	1	0	0	1	1	1	1	19	0	1	1	1	1	2	0	0	3	43	1	0	44	58	2	2	0	0	0	1	2
LSU-rRNA_Hsa::chr21:8379150-8379681(+)_160_200_+|genomic|LSU-rRNA_Hsa::chr21:8379150-8379681(+)_160_200_+|peak_3681|LSU-rRNA_Hsa::chr21:8379150-8379681(+)|160|200	8	3	6	13	0	0	39	34	2	0	0	0	1	2	1	23	0	0	0	0	1	1	0	0	2	54	0	0	44	50	2	0	1	0	0	1	3
LSU-rRNA_Hsa::chr22_KI270733v1_random:112342-112873(+)_160_200_+|genomic|LSU-rRNA_Hsa::chr22_KI270733v1_random:112342-112873(+)_160_200_+|peak_3682|LSU-rRNA_Hsa::chr22_KI270733v1_random:112342-112873(+)|160|200	7	8	3	11	1	1	49	42	1	0	0	0	1	1	0	16	0	0	1	0	2	0	0	0	2	42	0	0	45	57	7	2	0	1	0	0	1
LSU-rRNA_Hsa::chr2:132278677-132281663(-)_120_160_+|genomic|LSU-rRNA_Hsa::chr2:132278677-132281663(-)_120_160_+|peak_3683|LSU-rRNA_Hsa::chr2:132278677-132281663(-)|120|160	21	6	3	31	0	1	65	74	5	1	0	1	1	0	4	55	0	1	1	0	0	1	2	1	0	70	0	1	188	102	14	4	1	4	1	0	6
LSU-rRNA_Hsa::chr2:132278677-132281663(-)_540_580_+|genomic|LSU-rRNA_Hsa::chr2:132278677-132281663(-)_540_580_+|peak_3684|LSU-rRNA_Hsa::chr2:132278677-132281663(-)|540|580	11	4	8	3	15	6	12	3	0	1	1	1	6	1	0	1	0	1	0	1	2	0	2	0	13	10	7	4	4	11	0	3	3	1	1	0	1
LSU-rRNA_Hsa::chr2:132278677-132281663(-)_1700_1740_+|genomic|LSU-rRNA_Hsa::chr2:132278677-132281663(-)_1700_1740_+|peak_3685|LSU-rRNA_Hsa::chr2:132278677-132281663(-)|1700|1740	36	2	21	8	6	0	7	4	2	0	2	1	6	1	1	18	0	3	7	1	16	6	3	0	2	7	3	0	21	16	2	4	4	4	5	4	0
LSU-rRNA_Hsa::chr2:132278677-132281663(-)_1840_1880_+|genomic|LSU-rRNA_Hsa::chr2:132278677-132281663(-)_1840_1880_+|peak_3686|LSU-rRNA_Hsa::chr2:132278677-132281663(-)|1840|1880	33	1	33	3	14	7	12	8	0	0	7	4	8	3	0	5	1	3	2	1	0	3	1	1	7	9	3	0	11	9	2	4	0	2	9	2	2
LSU-rRNA_Hsa::chr2:132278677-132281663(-)_1960_2020_+|genomic|LSU-rRNA_Hsa::chr2:132278677-132281663(-)_1960_2020_+|peak_3687|LSU-rRNA_Hsa::chr2:132278677-132281663(-)|1960|2020	39	11	103	38	11	9	47	50	15	8	16	17	13	12	14	27	7	5	4	5	20	17	15	9	13	47	4	5	29	79	11	7	17	16	21	11	20
LSU-rRNA_Hsa::chr2:132278677-132281663(-)_2660_2720_+|genomic|LSU-rRNA_Hsa::chr2:132278677-132281663(-)_2660_2720_+|peak_3688|LSU-rRNA_Hsa::chr2:132278677-132281663(-)|2660|2720	56	24	194	17	18	44	67	59	64	39	60	44	70	37	13	26	12	24	0	35	11	9	24	15	29	64	2	18	27	69	32	19	49	51	77	40	44
LSU-rRNA_Hsa::chr2:63208791-63209186(-)_320_380_+|genomic|LSU-rRNA_Hsa::chr2:63208791-63209186(-)_320_380_+|peak_3689|LSU-rRNA_Hsa::chr2:63208791-63209186(-)|320|380	26	4	31	8	11	14	20	22	17	0	5	10	5	0	0	5	3	5	1	0	6	3	2	2	12	24	1	6	26	25	0	2	4	0	5	1	6
LSU-rRNA_Hsa::chr4:107003225-107003526(-)_140_180_+|genomic|LSU-rRNA_Hsa::chr4:107003225-107003526(-)_140_180_+|peak_3690|LSU-rRNA_Hsa::chr4:107003225-107003526(-)|140|180	6	1	9	9	0	0	17	12	3	1	5	3	1	0	0	9	2	2	0	2	2	2	3	0	4	24	0	1	23	19	3	3	0	3	2	0	7
LSU-rRNA_Hsa::chr4:166142572-166142711(+)_0_80_+|genomic|LSU-rRNA_Hsa::chr4:166142572-166142711(+)_0_80_+|peak_3691|LSU-rRNA_Hsa::chr4:166142572-166142711(+)|0|80	289	61	127	62	46	32	175	156	35	51	47	56	29	25	21	190	39	55	75	52	21	29	69	22	26	176	21	15	387	238	57	41	65	86	145	54	98
LSU-rRNA_Hsa::chr4:75886022-75886544(+)_0_60_+|genomic|LSU-rRNA_Hsa::chr4:75886022-75886544(+)_0_60_+|peak_3692|LSU-rRNA_Hsa::chr4:75886022-75886544(+)|0|60	161	37	129	20	12	12	87	88	70	22	79	73	10	32	6	49	23	42	12	72	25	31	46	26	16	90	5	5	65	94	33	51	61	92	83	76	44
LSU-rRNA_Hsa::chr6:120262295-120262401(+)_0_40_+|genomic|LSU-rRNA_Hsa::chr6:120262295-120262401(+)_0_40_+|peak_3693|LSU-rRNA_Hsa::chr6:120262295-120262401(+)|0|40	35	5	25	2	9	2	12	11	0	1	3	2	7	4	0	3	1	1	0	0	0	6	3	2	6	12	2	1	11	10	0	2	2	2	1	1	0
LSU-rRNA_Hsa::chr6:144370891-144371039(-)_100_148_+|genomic|LSU-rRNA_Hsa::chr6:144370891-144371039(-)_100_148_+|peak_3694|LSU-rRNA_Hsa::chr6:144370891-144371039(-)|100|148	90	10	18	3	1	0	3	5	0	0	0	0	4	1	0	3	2	0	1	1	0	12	4	1	0	6	1	0	9	3	0	0	19	15	1	0	0
LSU-rRNA_Hsa::chr8:108292362-108292433(-)_0_40_+|genomic|LSU-rRNA_Hsa::chr8:108292362-108292433(-)_0_40_+|peak_3695|LSU-rRNA_Hsa::chr8:108292362-108292433(-)|0|40	191	25	75	12	3	1	36	41	55	39	50	53	5	51	20	50	48	50	64	120	11	24	33	22	4	41	2	2	104	50	39	51	81	81	130	57	82
LSU-rRNA_Hsa::chr8:69690013-69690385(-)_220_320_+|genomic|LSU-rRNA_Hsa::chr8:69690013-69690385(-)_220_320_+|peak_3696|LSU-rRNA_Hsa::chr8:69690013-69690385(-)|220|320	86	17	62	29	52	78	121	129	27	12	31	13	28	17	11	42	5	5	3	16	9	9	10	7	80	124	21	17	87	186	11	4	18	17	21	10	9
LSU-rRNA_Hsa::chrUn_GL000220v1:95614-96145(+)_160_200_+|genomic|LSU-rRNA_Hsa::chrUn_GL000220v1:95614-96145(+)_160_200_+|peak_3697|LSU-rRNA_Hsa::chrUn_GL000220v1:95614-96145(+)|160|200	8	5	4	15	1	0	44	44	2	0	0	1	1	0	1	15	0	1	0	0	1	3	0	0	2	54	0	0	42	65	2	1	0	1	1	1	4
LSU-rRNA_Hsa::chrX:109054118-109054600(+)_200_240_+|genomic|LSU-rRNA_Hsa::chrX:109054118-109054600(+)_200_240_+|peak_3698|LSU-rRNA_Hsa::chrX:109054118-109054600(+)|200|240	22	4	21	4	6	6	14	17	6	2	4	4	3	2	2	1	1	0	2	3	4	11	2	1	5	20	2	3	23	22	0	1	2	3	8	5	4
LTR107_Mam::chr17:76505577-76505741(+)_60_100_+|genomic|LTR107_Mam::chr17:76505577-76505741(+)_60_100_+|peak_3699|LTR107_Mam::chr17:76505577-76505741(+)|60|100	0	20	2	8	0	2	9	10	60	31	41	54	2	71	15	36	68	39	0	64	2	1	5	3	4	11	0	2	0	15	39	41	47	21	95	51	36
LTR108e_Mam::chr13:55761281-55761844(+)_180_220_+|genomic|LTR108e_Mam::chr13:55761281-55761844(+)_180_220_+|peak_3700|LTR108e_Mam::chr13:55761281-55761844(+)|180|220	0	2	0	0	0	0	19	16	0	0	0	0	0	0	1	3	0	0	0	0	0	0	1	0	0	18	0	0	6	18	7	0	0	0	0	0	4
LTR16::chr5:179148254-179148541(+)_40_80_+|genomic|LTR16::chr5:179148254-179148541(+)_40_80_+|peak_3701|LTR16::chr5:179148254-179148541(+)|40|80	21	16	86	9	5	60	100	101	19	18	34	18	14	46	13	32	29	23	5	22	36	24	20	14	38	107	0	12	10	113	25	18	50	37	52	34	37
LTR16A1::chr3:60800581-60801029(-)_0_20_+|genomic|LTR16A1::chr3:60800581-60801029(-)_0_20_+|peak_3702|LTR16A1::chr3:60800581-60801029(-)|0|20	12	11	1	2	3	1	2	1	28	37	27	49	2	28	11	26	28	22	26	50	2	6	8	4	2	1	2	0	2	1	20	27	25	14	39	42	19
LTR16A1::chr4:86433229-86433506(+)_20_40_+|genomic|LTR16A1::chr4:86433229-86433506(+)_20_40_+|peak_3703|LTR16A1::chr4:86433229-86433506(+)|20|40	0	11	14	4	0	0	6	6	18	10	22	18	0	19	5	13	20	19	0	19	3	8	6	9	1	9	0	0	0	11	18	8	37	18	43	31	17
LTR16A2::chr1:24887380-24887491(+)_80_111_+|genomic|LTR16A2::chr1:24887380-24887491(+)_80_111_+|peak_3704|LTR16A2::chr1:24887380-24887491(+)|80|111	0	0	0	0	0	0	16	20	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	15	0	0	18	21	0	0	0	0	0	0	0
LTR16A::chr3:104933986-104934404(-)_120_160_+|genomic|LTR16A::chr3:104933986-104934404(-)_120_160_+|peak_3705|LTR16A::chr3:104933986-104934404(-)|120|160	0	0	0	1	0	0	53	44	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	58	0	0	90	54	0	0	0	0	1	0	0
LTR16A::chr4:24590713-24590858(+)_20_60_+|genomic|LTR16A::chr4:24590713-24590858(+)_20_60_+|peak_3706|LTR16A::chr4:24590713-24590858(+)|20|60	0	16	0	28	0	0	122	117	5	2	2	2	0	0	2	188	0	0	0	0	0	0	0	1	1	129	0	1	0	178	73	2	1	5	0	1	3
LTR16B2::chr4:70094549-70094851(-)_260_300_+|genomic|LTR16B2::chr4:70094549-70094851(-)_260_300_+|peak_3707|LTR16B2::chr4:70094549-70094851(-)|260|300	1	3	0	18	0	0	28	24	2	1	2	1	0	0	2	64	0	0	0	0	0	0	0	0	0	29	0	0	0	33	23	1	1	1	0	1	13
LTR1A2::chr13:28623942-28624720(+)_340_380_+|genomic|LTR1A2::chr13:28623942-28624720(+)_340_380_+|peak_3708|LTR1A2::chr13:28623942-28624720(+)|340|380	11	8	12	2	7	3	30	37	4	2	9	4	6	2	0	2	2	1	1	6	7	1	7	3	4	40	3	5	31	42	2	5	0	1	11	4	3
LTR1A2::chrX:113554353-113555193(-)_520_560_+|genomic|LTR1A2::chrX:113554353-113555193(-)_520_560_+|peak_3709|LTR1A2::chrX:113554353-113555193(-)|520|560	0	9	0	1	0	0	23	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	29	31	0	1	0	0	0	0	9
LTR23::chr2:156434413-156434695(-)_20_60_+|genomic|LTR23::chr2:156434413-156434695(-)_20_60_+|peak_3710|LTR23::chr2:156434413-156434695(-)|20|60	2	6	1	20	0	0	39	43	5	1	3	1	0	0	1	43	0	0	1	0	0	0	0	0	0	44	1	0	47	51	17	3	0	0	1	1	18
LTR27B::chr4:157468523-157469111(+)_420_460_+|genomic|LTR27B::chr4:157468523-157469111(+)_420_460_+|peak_3711|LTR27B::chr4:157468523-157469111(+)|420|460	70	46	22	19	4	11	11	10	118	90	123	200	2	57	5	72	31	70	62	98	15	26	20	19	19	11	5	3	14	14	52	89	49	48	91	72	53
LTR32::chr9:21055090-21055460(+)_280_320_+|genomic|LTR32::chr9:21055090-21055460(+)_280_320_+|peak_3712|LTR32::chr9:21055090-21055460(+)|280|320	7	24	22	12	21	43	40	32	135	56	117	126	17	26	27	42	24	28	13	48	14	24	18	23	49	30	32	32	24	39	38	71	41	172	76	63	32
LTR33::chr16:26579805-26580323(-)_100_140_+|genomic|LTR33::chr16:26579805-26580323(-)_100_140_+|peak_3713|LTR33::chr16:26579805-26580323(-)|100|140	0	3	0	1	0	0	29	30	0	1	0	1	0	0	0	4	0	0	0	0	1	0	0	2	0	29	0	0	50	28	12	0	0	0	0	0	5
LTR33::chr2:125564295-125564763(-)_120_160_+|genomic|LTR33::chr2:125564295-125564763(-)_120_160_+|peak_3714|LTR33::chr2:125564295-125564763(-)|120|160	54	31	62	9	0	0	41	34	34	27	43	46	1	48	25	23	26	34	13	55	10	7	22	15	0	32	0	3	35	38	30	20	79	54	71	56	42
LTR33::chr2:154060651-154060931(-)_180_200_+|genomic|LTR33::chr2:154060651-154060931(-)_180_200_+|peak_3715|LTR33::chr2:154060651-154060931(-)|180|200	0	6	11	2	0	51	9	9	1	7	5	7	22	7	4	7	7	6	0	4	5	2	0	5	142	10	0	18	0	9	6	6	9	4	36	2	9
LTR33A_::chr21:18961701-18962116(+)_120_160_+|genomic|LTR33A_::chr21:18961701-18962116(+)_120_160_+|peak_3716|LTR33A_::chr21:18961701-18962116(+)|120|160	162	17	63	14	1	2	51	58	21	26	38	20	2	67	8	51	30	42	27	41	22	14	20	19	4	50	0	0	117	53	30	37	112	55	102	73	66
LTR33A_::chr3:32794959-32795423(-)_260_300_+|genomic|LTR33A_::chr3:32794959-32795423(-)_260_300_+|peak_3717|LTR33A_::chr3:32794959-32795423(-)|260|300	1	1	1	0	0	0	34	35	1	0	0	0	0	1	1	0	0	0	0	0	1	0	1	1	0	38	0	0	42	39	7	1	0	0	0	0	10
LTR37B::chr2:7971356-7971683(-)_280_320_+|genomic|LTR37B::chr2:7971356-7971683(-)_280_320_+|peak_3718|LTR37B::chr2:7971356-7971683(-)|280|320	2	3	18	7	0	6	11	8	1	1	2	4	4	1	2	1	5	5	0	7	0	0	17	0	5	8	0	5	0	11	0	2	16	2	2	2	1
LTR39::chr20:24289463-24289661(-)_160_198_+|genomic|LTR39::chr20:24289463-24289661(-)_160_198_+|peak_3719|LTR39::chr20:24289463-24289661(-)|160|198	0	1	7	2	0	13	11	11	6	3	3	3	4	4	1	5	2	5	0	5	4	1	1	3	10	10	0	5	0	8	7	3	11	6	19	10	3
LTR48B::chr2:22056230-22056861(-)_100_120_+|genomic|LTR48B::chr2:22056230-22056861(-)_100_120_+|peak_3720|LTR48B::chr2:22056230-22056861(-)|100|120	3	4	1	27	0	0	33	29	3	0	0	1	0	0	0	14	0	0	2	0	0	0	0	1	0	40	0	1	46	38	6	0	0	1	0	0	4
LTR53::chr2:230398763-230399091(-)_20_40_+|genomic|LTR53::chr2:230398763-230399091(-)_20_40_+|peak_3721|LTR53::chr2:230398763-230399091(-)|20|40	0	4	1	17	0	0	50	49	1	0	7	1	0	0	3	80	0	0	0	1	0	2	0	0	0	54	0	0	0	62	44	6	0	1	0	0	24
LTR71A::chr4:25291183-25291627(+)_160_200_+|genomic|LTR71A::chr4:25291183-25291627(+)_160_200_+|peak_3722|LTR71A::chr4:25291183-25291627(+)|160|200	10	4	2	23	0	0	33	37	2	1	14	2	0	0	0	16	0	1	2	1	1	0	0	0	1	44	0	0	58	52	6	2	0	1	0	0	18
LTR78B::chr11:37355253-37355514(+)_140_160_+|genomic|LTR78B::chr11:37355253-37355514(+)_140_160_+|peak_3723|LTR78B::chr11:37355253-37355514(+)|140|160	15	9	1	4	0	0	7	5	26	23	18	43	0	45	8	25	30	37	31	54	2	8	6	6	0	2	1	3	7	8	25	30	53	15	71	33	26
LTR78B::chr2:3095722-3096134(+)_340_360_+|genomic|LTR78B::chr2:3095722-3096134(+)_340_360_+|peak_3724|LTR78B::chr2:3095722-3096134(+)|340|360	25	4	18	0	26	6	0	2	0	0	1	0	7	2	0	1	1	0	0	1	2	3	6	0	3	4	1	3	3	2	0	2	4	2	2	0	3
LTR78B::chr7:25223457-25223877(+)_160_200_+|genomic|LTR78B::chr7:25223457-25223877(+)_160_200_+|peak_3725|LTR78B::chr7:25223457-25223877(+)|160|200	23	21	4	7	0	0	2	2	44	22	34	62	3	46	9	22	18	21	8	34	7	9	7	1	1	1	4	0	2	2	17	21	54	27	45	27	22
LTR82A::chr4:23534651-23535114(+)_340_380_+|genomic|LTR82A::chr4:23534651-23535114(+)_340_380_+|peak_3726|LTR82A::chr4:23534651-23535114(+)|340|380	2	2	0	20	0	0	33	34	4	0	0	0	0	0	1	37	1	1	0	0	1	1	0	0	0	41	0	0	2	45	7	4	0	0	1	0	23
LTR8::chr13:77013134-77013837(+)_180_200_+|genomic|LTR8::chr13:77013134-77013837(+)_180_200_+|peak_3727|LTR8::chr13:77013134-77013837(+)|180|200	28	5	6	3	0	0	9	9	16	5	22	17	0	30	5	16	3	10	8	21	3	8	4	2	0	8	0	3	8	10	12	11	47	29	49	9	16
LTR8A::chr1:168304125-168304790(-)_560_600_+|genomic|LTR8A::chr1:168304125-168304790(-)_560_600_+|peak_3728|LTR8A::chr1:168304125-168304790(-)|560|600	3	51	17	16	5	16	16	17	85	121	92	115	8	62	38	47	79	75	4	140	14	11	15	13	13	21	3	11	2	17	70	113	60	57	104	101	75
LTR8A::chrY:17411462-17412144(+)_620_660_+|genomic|LTR8A::chrY:17411462-17412144(+)_620_660_+|peak_3729|LTR8A::chrY:17411462-17412144(+)|620|660	7	15	12	64	2	2	144	150	25	6	15	3	4	0	23	98	1	0	3	3	1	4	1	3	0	166	0	1	70	208	60	8	0	13	5	4	43
MER106A::chr9:20159234-20159438(-)_100_140_+|genomic|MER106A::chr9:20159234-20159438(-)_100_140_+|peak_3730|MER106A::chr9:20159234-20159438(-)|100|140	26	4	25	6	1	1	17	15	39	15	44	28	2	3	6	14	10	19	5	20	7	8	9	9	0	22	0	1	8	16	22	14	20	70	24	19	19
